1.954384155e+02;1.482450025e-04
1.956405334e+02;7.606669678e-04
1.958426514e+02;3.815485979e-04
1.960447998e+02;5.856892676e-04
1.962469635e+02;-3.183622030e-04
1.964491272e+02;-8.505860751e-05
1.966513214e+02;6.440151483e-04
1.968535156e+02;1.110622310e-03
1.970557404e+02;1.110622310e-03
1.972579651e+02;-1.725474576e-04
1.974602203e+02;-2.017104125e-04
1.976624756e+02;-6.683176034e-04
1.978647614e+02;1.985510811e-03
1.980670471e+02;3.232226882e-04
1.982693634e+02;5.856892676e-04
1.984716797e+02;8.991909999e-05
1.986740112e+02;2.072999720e-03
1.988763733e+02;-6.391546922e-04
1.990787354e+02;-1.142215551e-04
1.992811279e+02;-5.589565626e-05
1.994835205e+02;3.159319749e-05
1.996859283e+02;-1.142215551e-04
1.998883667e+02;1.774079428e-04
2.000908051e+02;6.075614510e-05
2.002932587e+02;1.482450025e-04
2.004957428e+02;8.773187874e-04
2.006982269e+02;4.690374481e-04
2.009007263e+02;-4.058510531e-04
2.011032562e+02;-1.543206163e-03
2.013057861e+02;-4.058510531e-04
2.015083313e+02;-1.047435915e-03
2.017108917e+02;1.052296488e-03
2.019134674e+02;1.460577711e-03
2.021160736e+02;4.690374481e-04
2.023186798e+02;1.774079428e-04
2.025213013e+02;1.081459457e-03
2.027239380e+02;1.664718380e-03
2.029265900e+02;1.482450025e-04
2.031292572e+02;1.431414858e-03
2.033319550e+02;-1.105761854e-03
2.035346527e+02;1.927184989e-03
2.037373657e+02;-2.673270501e-05
2.039400940e+02;2.357338526e-04
2.041428375e+02;1.774079428e-04
2.043455963e+02;1.985510811e-03
2.045483704e+02;-9.891100926e-04
2.047511597e+02;4.982004175e-04
2.049539642e+02;6.440151483e-04
2.051567841e+02;9.064816986e-04
2.053596191e+02;1.927184989e-03
2.055624695e+02;-1.601531985e-03
2.057653351e+02;2.335466212e-03
2.059682159e+02;6.148521788e-04
2.061711121e+02;-7.558064535e-04
2.063740082e+02;-1.805672655e-03
2.065769348e+02;7.606669678e-04
2.067798767e+02;6.075614510e-05
2.069828339e+02;-1.718183863e-03
2.071858063e+02;4.107115383e-04
2.073887939e+02;-5.225028726e-04
2.075917816e+02;1.285600010e-03
2.077947998e+02;-5.589565626e-05
2.079978333e+02;-8.724582731e-04
2.082008820e+02;2.357338526e-04
2.084039307e+02;-8.505860751e-05
2.086070099e+02;2.160488628e-03
2.088101044e+02;2.648968075e-04
2.090131989e+02;2.685421612e-03
2.092163239e+02;3.232226882e-04
2.094194641e+02;-6.683176034e-04
2.096226044e+02;5.273633287e-04
2.098257751e+02;-2.891992626e-04
2.100289612e+02;5.273633287e-04
2.102321472e+02;-4.641769629e-04
2.104353638e+02;1.723044319e-03
2.106385803e+02;-9.891100926e-04
2.108418274e+02;2.065708977e-04
2.110450745e+02;-1.134924823e-03
2.112483521e+02;3.815485979e-04
2.114516296e+02;6.440151483e-04
2.116549377e+02;6.075614510e-05
2.118582458e+02;7.898298791e-04
2.120615845e+02;1.023133518e-03
2.122649231e+02;-1.222413615e-03
2.124682770e+02;1.198111218e-03
2.126716614e+02;-1.834835624e-03
2.128750458e+02;1.314762980e-03
2.130784454e+02;-1.397391432e-03
2.132818756e+02;-5.589565626e-05
2.134853058e+02;1.898022019e-03
2.136887512e+02;-2.600363223e-04
2.138922119e+02;-4.933399032e-04
2.140957031e+02;-1.076598885e-03
2.142991943e+02;1.198111218e-03
2.145027008e+02;3.815485979e-04
2.147062225e+02;-1.397391432e-03
2.149097595e+02;2.131325658e-03
2.151133118e+02;4.398745077e-04
2.153168945e+02;-1.142215551e-04
2.155204773e+02;1.190820476e-04
2.157240753e+02;-1.397391432e-03
2.159276886e+02;2.648968075e-04
2.161313171e+02;-1.725474576e-04
2.163349609e+02;4.982004175e-04
2.165386200e+02;5.273633287e-04
2.167422943e+02;5.856892676e-04
2.169459839e+02;1.518903649e-03
2.171496887e+02;-5.225028726e-04
2.173534088e+02;-4.933399032e-04
2.175571289e+02;1.482450025e-04
2.177608795e+02;-6.391546922e-04
2.179646454e+02;4.398745077e-04
2.181684265e+02;2.160488628e-03
2.183722229e+02;1.052296488e-03
2.185760345e+02;6.440151483e-04
2.187798462e+02;-6.391546922e-04
2.189836884e+02;8.481558179e-04
2.191875458e+02;-7.849694230e-04
2.193914185e+02;2.072999720e-03
2.195952911e+02;-4.058510531e-04
2.197991943e+02;2.539606998e-03
2.200031128e+02;1.781370258e-03
2.202070312e+02;-1.309902524e-03
2.204109802e+02;6.075614510e-05
2.206149292e+02;1.810533227e-03
2.208189087e+02;-5.589565626e-05
2.210228882e+02;2.510444028e-03
2.212268982e+02;4.690374481e-04
2.214309082e+02;-1.368228463e-03
2.216349487e+02;2.218814567e-03
2.218389893e+02;8.991909999e-05
